listing_id,search_title,search_price_text,location,url,title,price_text,price,description,posted_date,view_count,is_active,mileage_km,first_registration,fuel,transmission,scraped_at
3431036662,BMW 320d E91 LCI • 184 PS • Scheckheft • Kette neu • 2. Hand,8.990 € VB,49477 Ibbenbüren,https://www.kleinanzeigen.de/s-anzeige/bmw-320d-e91-lci-184-ps-scheckheft-kette-neu-2-hand/3431036662-216-1913,BMW 320d E91 LCI • 184 PS • Scheckheft • Kette neu • 2. Hand,8.990 € VB,8990,"BMW 320d Touring E91 LCI • 184 PS • 2. Hand • Scheckheft • Steuerkette neu Zum Verkauf steht mein sehr gepflegter BMW 320d Touring (E91 LCI) aus 2. Hand mit nachvollziehbarer Laufleistung. Das Fahrzeug befindet sich in einem sehr guten, gepflegten Zustand und wurde regelmäßig gewartet. Es besteht kein Wartungsstau. Fakten auf einen Blick: 2. Hand Scheckheftgepflegt bei BMW bis 117.000 km Steuerkette inkl. Kettenführungen bereits bei ca. 53.000 km bei BMW erneuert Kein Wartungsstau Technik & Wartung: Motor und Getriebe laufen einwandfrei Ölwechsel regelmäßig durchgeführt (letzter bei ca. 134.500 km) Bremsflüssigkeit erneuert bei ca. 130.000 km Servolenkung inkl. Behälter bei ca. 138.700 km erneuert Ausstattung: Navigationssystem Professional Klimaautomatik Tempomat PDC vorne & hinten Harman Kardon Soundsystem elektrische Anhängerkupplung Komfortpaket Interieurleisten schwarz hochglänzend u. v. m. Räder: Neue Felgen + Goodyear Eagle F1 Asymmetric 6 Reifen (ca. 10 Monate alt) gegen Aufpreis. Sonstiges: Besichtigung und Probefahrt nach Absprache jederzeit möglich Fahrzeug wird noch bewegt, Kilometerstand kann sich leicht ändern Privatverkauf: keine Garantie, Gewährleistung oder Rücknahme.",09.06.2026,445,True,139740,Juni 2010,Diesel,automatik,2026-06-11T00:18:35.999425
3432116446,BMW 320D F31 Top!!,7.000 € VB,40468 Unterrath,https://www.kleinanzeigen.de/s-anzeige/bmw-320d-f31-top-/3432116446-216-29914,BMW 320D F31 Top!!,7.000 € VB,7000,"Guten Tag, Hiermit biete ich unseren schönen F31 zum Verkauf an. Das Auto fährt sich sehr angenehm und ist zuverlässig. Motor, Getriebe und die Elektrik funktionieren einwandfrei. Dank dem M Sportpaket außen sieht er wirklich schick und sportlich aus und ist ein Hingucker. Außerdem hat das Auto eine umfangreiche Ausstattung wie: Großes Navigationssystem Großes Bordcomputer Panorama-Dach Elektrische Heckklappe Head-up-Display … Folgende Reparaturen wurden in der letzten Zeit durchgeführt: Steuerkette bei 240000km Syncronring Rückwärtsgang bei 271000km Getriebeölwechsel bei 271000km Bremsen hinten bei 285000km Ölwechsel bei 285000km Tüv neu bis 04/28 Bremsen vorne bei 293.000 Öl wechsel inkl Filtersatz 293.000 Klimaanlage Desinfiziert vor kurzem Aktueller Km Stand: 293000 Das Auto ist derzeit noch angemeldet und wird gefahren. Eine Probefahrt ist erwünscht und nach Absprache möglich. Das Auto wird abgemeldet übergeben. Bei ernsthaften Interesse können sie mir gerne eine Nachricht hinterlassen.",10.06.2026,31,True,293000,Dezember 2012,Diesel,Manuell,2026-06-11T00:18:41.145021
3432106584,BMW 320d EfficientDynamics - TÜV NEU,8.500 €,48607 Ochtrup,https://www.kleinanzeigen.de/s-anzeige/bmw-320d-efficientdynamics-tuev-neu/3432106584-216-1316,BMW 320d EfficientDynamics - TÜV NEU,8.500 €,8500,"Verkaufe meinen BMW 320d EfficientDynamics Limousine, Baujahr 2012, mit Automatikgetriebe. Der Wagen fährt sich einwandfrei und wird noch täglich bewegt. TÜV wurde erst letzte Woche neu gemacht. In den letzten Monaten wurde ein großer Service durchgeführt, dabei wurden alle Filter erneuert. Außerdem wurden alle BMW-Rückrufaktionen erledigt. Es wurde eine Software- sowie eine Getriebeoptimierung von 163ps auf 221ps gemacht. Das Auto fährt sich seitdem sparsamer. Die Optimierung kann bei Wunsch wieder auf 163ps gemacht werden. Bremsscheiben so wie Bremsbeläge und Stoßdämpfer hinten links und rechts kamen vor kurzem neu. Der BMW ist für sein Alter in einem guten gebrauchten Zustand. Normale altersbedingte Gebrauchsspuren sind natürlich vorhanden. Wird noch täglich bewegt. Besichtigung und Probefahrt sind nach Absprache möglich. Bei Interesse gerne melden. (Kein Notverkauf, am Preis ist nicht großartig was zu machen, bitte unnötige Anfragen vermeiden.)",10.06.2026,63,True,269000,September 2012,Diesel,Automatik,2026-06-11T00:18:46.838019
3432098927,BMW 320d xDrive Touring Sport Line Sport Line,8.900 €,44149 Innenstadt-​West,https://www.kleinanzeigen.de/s-anzeige/bmw-320d-xdrive-touring-sport-line-sport-line/3432098927-216-1108,BMW 320d xDrive Touring Sport Line Sport Line,8.900 €,8900,"Zum Verkauf steht ein BMW 320 Touring, Baujahr 2013, mit 180.000 Kilometern. Die vollständige Servicehistorie wurde bis 2018 bei BMW geführt, danach in freien Werkstätten. Das Fahrzeug ist gut gepflegt: Bremsen, Ölwechsel und Checks wurden regelmäßig gemacht. Es gibt zwei kleinere Beschädigungen, vorne rechts und hinten rechts, die auf den Bildern zu sehen sind. Zusätzlich verfügt das Auto über ein Panoramadach. Mit dabei sind 18-Zoll-Sommerreifen (M-Felge) sowie 17-Zoll-Winterreifen. Bei Fragen stehe ich gerne zur Verfügung. Kombi Gebrauchtfahrzeug Beschädigt, Unfallfrei Hubraum: 1995 cm³ Anzahl der Türen: 4/5 Türen Anzahl Sitzplätze: 5 Schadstoffklasse: Euro5 Umweltplakette: 4 (Grün) Anzahl der Fahrzeughalter: 2 HU: 10/2026 Farbe: Weiß Farbe (Hersteller): -- Innenausstattung: Vollleder Farbe der Innenausstattung: -- Airbags: Fahrer-Airbag Anhängerkupplung: -- Radio: Tuner/Radio, Radio DAB Tagfahrlicht (Art): LED-Tagfahrlicht Ausstattung ABS, Alarmanlage, Armlehne, Berganfahrassistent, Bluetooth, Bordcomputer, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Heckklappe, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Freisprecheinrichtung, Gepäckraumabtrennung, Geschwindigkeitsbegrenzer, Isofix, Lederausstattung, Lederlenkrad, Leichtmetallfelgen, Lichtsensor, Multifunktionslenkrad, Navigationssystem, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Notrufsystem, Panorama-Dach, Partikelfilter, Regensensor, Reifendruckkontrolle, Servolenkung, Sitzheizung, Sommerreifen, Sportpaket, Sportsitze, Sprachsteuerung, Start/Stopp-Automatik, Traktionskontrolle, USB, Winterreifen, Xenonscheinwerfer, Zentralverriegelung Der Preis ist Verhandlungsbasis. Privatanbieter 44149 Dortmund Deutschland Tel.: +49 163 8319086 Inserat bereitgestellt von",10.06.2026,110,True,180000,Oktober 2013,Diesel,Manuell,2026-06-11T00:18:52.871870
3432086762,BMW 320d e91,5.900 € VB,58849 Herscheid,https://www.kleinanzeigen.de/s-anzeige/bmw-320d-e91/3432086762-216-1427,BMW 320d e91,5.900 € VB,5900,"Sonderausstattung: Steuerkette, neu Öl Service neu • Ablage-Paket • Audio-Navigationssystem Business mit integrierter Handyvorrüstung • Comfort-Paket • Lendenwirbelstütze Sitz vorn links und rechts, elektr. verstellbar • Lenkrad (Leder) BMW Individual • Licht-Paket • Metallic-Lackierung • Park-Distance-Control (PDC) vorn und hinten • Reifensystem Run-Flat (mit Notlaufeigenschaften) • Sitzheizung vorn • Skisack Serienausstattung: • Airbag Fahrer-/Beifahrerseite • Aktive Kopfstützen • Anti-Blockier-System (ABS) • Außenspiegel elektr. verstellbar. Das Fahrzeuge steht bei meiner Kollege in Hof. Bei Interesse können Sie melden.",10.06.2026,90,True,196066,August 2009,Diesel,Automatik,2026-06-11T00:18:58.143596
3432074836,BMW 320d F30,16.000 €,32361 Preußisch Oldendorf,https://www.kleinanzeigen.de/s-anzeige/bmw-320d-f30/3432074836-216-1217,BMW 320d F30,16.000 €,16000,"BMW 320d, Baujahr 2013, zu verkaufen. Den BMW besitze ich seit Oktober letzten Jahres. Das Fahrzeug befindet sich in einem sehr guten Zustand und hat mir bisher keinerlei Probleme bereitet. Letzte Woche wurde die Hauptuntersuchung (TÜV) erfolgreich erneuert. Sämtliche Servicearbeiten wurden regelmäßig bei BMW durchgeführt. Das Fahrzeug verfügt über ein nachgerüstetes CarPlay-System. Zusätzlich ist das originale BMW-Radio weiterhin vorhanden, sodass jederzeit zwischen CarPlay und dem originalen System gewechselt werden kann. Im April wurden sowohl die Felgen als auch die Reifen erneuert. Aktuell ist der BMW mit 18-Zoll-Felgen und Sommerreifen ausgestattet. Zusätzlich gibt es 16-Zoll-Felgen mit 2 Sätzen Winterreifen dazu. Der BMW war stets zuverlässig und hatte keine technischen Mängel oder sonstigen Probleme, im Oktober letzen Jahren war das Fahrzeug bei bmw und es wurde ein Fahrzeug Check gemacht bei den es keinerlei Mängel gab dazu wurde auch ein Service gemacht sowie auch die Bremsbeläge gewechselt wurden. Der Verkauf erfolgt ausschließlich, da ich auf ein größeres Fahrzeug umsteigen möchte. Privatverkauf, daher erfolgt der Verkauf unter Ausschluss jeglicher Garantie, Gewährleistung sowie Rücknahme.",10.06.2026,59,True,201150,Juni 2026,Diesel,Automatik,2026-06-11T00:19:08.568360
3432053553,BMW 320 d touring,6.500 €,33332 Gütersloh,https://www.kleinanzeigen.de/s-anzeige/bmw-320-d-touring/3432053553-216-1745,BMW 320 d touring,6.500 €,6500,Auto in guten Zustand neues Fahrwerk Getriebeölwechsel neue scheibenbremsen,10.06.2026,73,True,230000,August 2010,Diesel,Automatik,2026-06-11T00:19:13.679292
3432052867,BMW 320d Touring/ Automatik/ Xenon/ Navi,8.900 €,53359 Rheinbach,https://www.kleinanzeigen.de/s-anzeige/bmw-320d-touring-automatik-xenon-navi/3432052867-216-1668,BMW 320d Touring/ Automatik/ Xenon/ Navi,8.900 €,8900,"Herzlich Willkommen bei Autoland Rheinbach zum Verkauf steht einen BMW 320d Touring Motor und Getriebe laufen einwandfrei Service neu Adresse: Boschstraße 1 53359 Rheinbach Öffnungszeiten: Mo.-Sa. 10:00 - 18:00 Uhr Telefon + WhatsApp 017655402447 022269007087 Ausstattung: - Abgedunkelte Scheiben - Ambiente-Beleuchtung - Armlehne - Elektr. Fensterheber - Elektr. Seitenspiegel - Elektr. Seitenspiegel anklappbar - Innenspiegel autom. abblendend - Lederlenkrad - Sitzheizung - Zentralverriegelung - Bordcomputer - Multifunktionslenkrad - Servolenkung - Bluetooth - CD-Spieler - Freisprecheinrichtung - Navigationssystem - Soundsystem - Sprachsteuerung - USB - Sommerreifen - Winterreifen - Leichtmetallfelgen - Dachreling - Scheinwerferreinigung Geschwindigkeitsregulierung:- Tempomat Klimatisierung:- 2-Zonen-Klimaautomatik Sicherheit:- ABS - Elektr. Wegfahrsperre - ESP - Gepäckraumabtrennung - Geschwindigkeitsbegrenzer - Isofix - Lichtsensor - Nebelscheinwerfer - Regensensor - Reifendruckkontrolle - Start/Stopp-Automatik Airbags:- Front-, Seiten- und weitere Airbags Tagfahrlicht (Art):- LED-Tagfahrlicht Hauptscheinwerfer:- Xenonscheinwerfer Pannenhilfe:- Pannenkit Innenausstattung:- Stoff Farbe der Innenausstattung:- Schwarz Kombi Gebrauchtfahrzeug Unfallfrei Hubraum: 1995 cm³ Anzahl der Türen: 4/5 Türen Anzahl Sitzplätze: 5 Schadstoffklasse: Euro5 Umweltplakette: 4 (Grün) Anzahl der Fahrzeughalter: -- HU: 10/2027 Farbe: Grau Metallic Farbe (Hersteller): -- Innenausstattung: Stoff Farbe der Innenausstattung: Schwarz Airbags: Front-, Seiten- und weitere Airbags Anhängerkupplung: -- Radio: Tuner/Radio Tagfahrlicht (Art): LED-Tagfahrlicht Pannenhilfe: Pannenkit Ausstattung ABS, Abgedunkelte Scheiben, Ambiente-Beleuchtung, Armlehne, Bluetooth, Bordcomputer, CD-Spieler, Dachreling, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Seitenspiegel anklappbar, Elektr. Wegfahrsperre, Freisprecheinrichtung, Gepäckraumabtrennung, Geschwindigkeitsbegrenzer, Innenspiegel autom. abblendend, Inspektion neu, Isofix, Lederlenkrad, Leichtmetallfelgen, Lichtsensor, Multifunktionslenkrad, Navigationssystem, Nebelscheinwerfer, Partikelfilter, Regensensor, Reifendruckkontrolle, Scheckheftgepflegt, Scheinwerferreinigung, Servolenkung, Sitzheizung, Sommerreifen, Soundsystem, Sprachsteuerung, Start/Stopp-Automatik, USB, Winterreifen, Xenonscheinwerfer, Zentralverriegelung Inserat bereitgestellt von",10.06.2026,71,True,267000,Oktober 2013,Diesel,Automatik,2026-06-11T00:19:19.202708
3432043585,BMW 320d xDrive Touring Luxury Line Luxury Line,13.500 €,46047 Oberhausen,https://www.kleinanzeigen.de/s-anzeige/bmw-320d-xdrive-touring-luxury-line-luxury-line/3432043585-216-1287,BMW 320d xDrive Touring Luxury Line Luxury Line,13.500 €,13500,"Kombi Gebrauchtfahrzeug Unfallfrei Hubraum: 1995 cm³ Anzahl der Türen: 4/5 Türen Anzahl Sitzplätze: 5 Schadstoffklasse: Euro6 Umweltplakette: 4 (Grün) Anzahl der Fahrzeughalter: -- HU: 4/2027 Farbe: Blau Farbe (Hersteller): -- Innenausstattung: Vollleder Farbe der Innenausstattung: -- Airbags: -- Anhängerkupplung: -- Ausstattung ABS, Allradantrieb, Armlehne, Berganfahrassistent, Bluetooth, Bordcomputer, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Heckklappe, Elektr. Seitenspiegel, Gepäckraumabtrennung, Geschwindigkeitsbegrenzer, Innenspiegel autom. abblendend, Isofix, Lederausstattung, Lederlenkrad, Leichtmetallfelgen, Lichtsensor, Multifunktionslenkrad, Navigationssystem, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Notrufsystem, Partikelfilter, Regensensor, Reifendruckkontrolle, Scheckheftgepflegt, Servolenkung, Sitzheizung, Start/Stopp-Automatik, Traktionskontrolle, USB, Zentralverriegelung Der Preis ist Verhandlungsbasis. Privatanbieter Nejat Berbero 46047 Oberhausen Deutschland Tel.: +49 160 6312130 Inserat bereitgestellt von",10.06.2026,57,True,190000,März 2018,Diesel,Manuell,2026-06-11T00:19:24.525644
3432034754,BMW E93 320d Cabiro LCI | H&K | Navi Prof | Keyless Go |TÜV 3/28|,10.490 € VB,45770 Marl,https://www.kleinanzeigen.de/s-anzeige/bmw-e93-320d-cabiro-lci-h-k-navi-prof-keyless-go-tuev-3-28-/3432034754-216-1773,BMW E93 320d Cabiro LCI | H&K | Navi Prof | Keyless Go |TÜV 3/28|,10.490 € VB,10490,"Hallo, Hiermit verkaufe ich mein gepflegtes BMW E93 320d Cabrio. Es handelt sich um ein Fahrzeug aus der letzten Baureihe mit Erstzulassung vom 25.06.2012. Der BMW verfügt über den zuverlässigen 2,0-Liter-Dieselmotor mit 184 PS (135 kW) und ein Schaltgetriebe. Der aktuelle Kilometerstand beträgt 233.000 km. Das Fahrzeug befindet sich technisch in einem guten Zustand. Motor und Getriebe arbeiten einwandfrei, sämtliche Wartungen wurden regelmäßig nach Intervall durchgeführt. Es besteht kein Wartungsstau. Besonders hervorzuheben ist die umfangreiche Ausstattung: * Navigation Professional * Harman Kardon Soundsystem * Komfortzugang / Keyless Go * Elektrische Sitze mit Memory-Funktion * Sitzheizung vorne * Xenon-Scheinwerfer * Adaptives Kurvenlicht * Tempomat * Park Distance Control (PDC) * Regensensor * Klimaautomatik * Getränkehalter * Lichtpaket * Automatisch abblendende Spiegel * BMW Exclusive Edition * und vieles mehr Der BMW hat im März ohne Mängel die Hauptuntersuchung bestanden. TÜV ist somit bis März 2028 gültig. Auto ist Scheckheft Gepflegt! Wer ein zuverlässiges, gut ausgestattetes Cabrio mit dem beliebten BMW-Hardtop sucht, wird hier fündig. Besichtigung und Probefahrt sind nach Absprache jederzeit möglich. Überzeugen Sie sich gerne selbst vom Zustand des Fahrzeugs. Bei Interesse freue ich mich auf Ihre Nachricht. Privatverkauf – keine Garantie, Gewährleistung oder Rücknahme.",10.06.2026,105,True,233140,Juni 2012,Diesel,Manuell,2026-06-11T00:19:29.521619
